wave,flux
3700.85,-6.052548125588934e-07
3701.75,-5.960403887675163e-07
3702.65,-5.71767202157218e-07
3703.55,-5.374724339384525e-07
3704.45,-5.004502927144255e-07
3705.35,-4.649965620948758e-07
3706.25,-4.36291956360903e-07
3707.15,-4.1997055227960966e-07
3708.05,-4.2037245714817954e-07
3708.96,-4.28747838279255e-07
3709.86,-4.4933114023499714e-07
3710.76,-4.828322983565226e-07
3711.66,-5.194773541217625e-07
3712.56,-5.596996001980232e-07
3713.46,-5.91311976726467e-07
3714.36,-6.151813317294881e-07
3715.26,-6.197155461416992e-07
3716.16,-6.085532909658346e-07
3717.06,-5.798639383776838e-07
3717.96,-5.417848220258244e-07
3718.86,-4.913035165963887e-07
3719.76,-4.415462057750299e-07
3720.66,-4.0177794300173546e-07
3721.56,-3.7644603949575413e-07
3722.46,-3.763824607853354e-07
3723.36,-3.9806471241934034e-07
3724.26,-4.302370787405146e-07
3725.16,-4.6372472176039e-07
3726.06,-4.921079276911666e-07
3726.96,-5.053878932473927e-07
3727.86,-5.107715861021624e-07
3728.76,-5.063774864519383e-07
3729.66,-5.017211594248835e-07
3730.56,-4.883467254322385e-07
3731.46,-4.6853008859197415e-07
3732.36,-4.3765296880998036e-07
3733.26,-4.008468477340396e-07
3734.16,-3.6042014401407323e-07
3735.06,-3.307534712146462e-07
3735.96,-3.160897058583139e-07
3736.86,-3.184397393591845e-07
3737.76,-3.3964205063962313e-07
3738.66,-3.757191641575272e-07
3739.56,-4.160692464725935e-07
3740.46,-4.54793855171925e-07
3741.36,-4.794483916051227e-07
3742.26,-4.825444937386039e-07
3743.16,-4.6937746113539397e-07
3744.06,-4.4199954380754787e-07
3744.96,-4.126444076015104e-07
3745.86,-3.823271554758753e-07
3746.76,-3.6020970502872787e-07
3747.67,-3.3938265371401055e-07
3748.57,-3.3025975711993765e-07
3749.47,-3.332576344101077e-07
3750.37,-3.503149317482927e-07
3751.27,-3.830784458493203e-07
3752.17,-4.2995219407185854e-07
3753.07,-4.757894214731859e-07
3753.97,-5.211275150932131e-07
3754.87,-5.499924916617131e-07
3755.77,-5.611608399930504e-07
3756.67,-5.518713134572283e-07
3757.57,-5.271578986614738e-07
3758.47,-4.97870640960053e-07
3759.37,-4.741780338317532e-07
3760.27,-4.6404471551808926e-07
3761.17,-4.6628736039199105e-07
3762.07,-4.7230565624233315e-07
3762.97,-4.802317456706051e-07
3763.87,-4.864037416690036e-07
3764.77,-4.886333460466545e-07
3765.67,-4.890759825179281e-07
3766.57,-4.931759188982825e-07
3767.47,-4.958649212416783e-07
3768.37,-5.050597992667645e-07
3769.27,-5.180096951132887e-07
3770.17,-5.335144947334868e-07
3771.07,-5.527258136595249e-07
3771.97,-5.739179984916497e-07
3772.87,-5.931251507647236e-07
3773.77,-6.09877512548301e-07
3774.67,-6.255565791810046e-07
3775.57,-6.316445861943123e-07
3776.47,-6.344364374645499e-07
3777.37,-6.422602131822965e-07
3778.27,-6.478380769596932e-07
3779.17,-6.594822299353438e-07
3780.07,-6.708460849773258e-07
3780.97,-6.838667470562244e-07
3781.87,-6.940340477367423e-07
3782.77,-7.018759396031314e-07
3783.67,-7.016242467912438e-07
3784.57,-6.879598535619656e-07
3785.47,-6.629950292801064e-07
3786.38,-6.291647384294777e-07
3787.28,-5.979034987800482e-07
3788.18,-5.653214725901752e-07
3789.08,-5.437481773005489e-07
3789.98,-5.323431879009875e-07
3790.88,-5.283737539320637e-07
3791.78,-5.298403124233344e-07
3792.68,-5.295178786470118e-07
3793.58,-5.240122070642751e-07
3794.48,-5.121245424610618e-07
3795.38,-4.989752557228569e-07
3796.28,-4.832993012878241e-07
3797.18,-4.699376532288447e-07
3798.08,-4.6276989011555565e-07
3798.98,-4.6763453861645534e-07
3799.88,-4.784096089201509e-07
3800.78,-5.028509476107158e-07
3801.68,-5.374486870018726e-07
3802.58,-5.766123161774159e-07
3803.48,-6.075240901467862e-07
3804.38,-6.310440579689216e-07
3805.28,-6.410889355025497e-07
3806.18,-6.400339735554558e-07
3807.08,-6.349866137686555e-07
3807.98,-6.35453802480151e-07
3808.88,-6.382840467766562e-07
3809.78,-6.442741656801188e-07
3810.68,-6.445432649538679e-07
3811.58,-6.371134811664568e-07
3812.48,-6.233083414477057e-07
3813.38,-5.934390246545252e-07
3814.28,-5.604229396342424e-07
3815.18,-5.283568119387252e-07
3816.08,-5.042294171075775e-07
3816.98,-4.911566341473562e-07
3817.88,-4.799104253947623e-07
3818.78,-4.7336003848590556e-07
3819.68,-4.632435842422631e-07
3820.58,-4.535048670759907e-07
3821.48,-4.4228124247345115e-07
3822.38,-4.353874802411554e-07
3823.28,-4.295539967318714e-07
3824.18,-4.1804114961568214e-07
3825.09,-4.0420853287861877e-07
3825.99,-3.889079552450857e-07
3826.89,-3.761596592414446e-07
3827.79,-3.6907739523744646e-07
3828.69,-3.6692693095947154e-07
3829.59,-3.6977754570691137e-07
3830.49,-3.715875940801881e-07
3831.39,-3.68969440202162e-07
3832.29,-3.6312721102540643e-07
3833.19,-3.5658489778330273e-07
3834.09,-3.51100965949549e-07
3834.99,-3.502513917401007e-07
3835.89,-3.5225690651668407e-07
3836.79,-3.555013158234067e-07
3837.69,-3.5630629571627917e-07
3838.59,-3.592060395658247e-07
3839.49,-3.646450637616235e-07
3840.39,-3.7700896772501226e-07
3841.29,-3.9969198470924864e-07
3842.19,-4.3178480787438495e-07
3843.09,-4.6976040328189185e-07
3843.99,-5.059406025143628e-07
3844.89,-5.36505720770185e-07
3845.79,-5.550223283188015e-07
3846.69,-5.7132581179003e-07
3847.59,-5.76903754207273e-07
3848.49,-5.755557973828645e-07
3849.39,-5.714312330769308e-07
3850.29,-5.667479536487678e-07
3851.19,-5.615617610306916e-07
3852.09,-5.605378621352218e-07
3852.99,-5.611691329608627e-07
3853.89,-5.56666677491516e-07
3854.79,-5.457876196695175e-07
3855.69,-5.315722740566353e-07
3856.59,-5.123843854849471e-07
3857.49,-4.954391369028988e-07
3858.39,-4.760827582146362e-07
3859.29,-4.6435159833909257e-07
3860.19,-4.570866357712983e-07
3861.09,-4.692067341570999e-07
3861.99,-4.915412367950436e-07
3862.9,-5.223476182300414e-07
3863.8,-5.50375677091575e-07
3864.7,-5.710133877248873e-07
3865.6,-5.829402731388065e-07
3866.5,-5.801916417988967e-07
3867.4,-5.736310614439798e-07
3868.3,-5.635833696008073e-07
3869.2,-5.495360563793741e-07
3870.1,-5.33324776687487e-07
3871.0,-5.173250459886738e-07
3871.9,-5.080591054346341e-07
3872.8,-5.085674254010553e-07
3873.7,-5.160784825775925e-07
3874.6,-5.326418742850644e-07
3875.5,-5.518029243877634e-07
3876.4,-5.631692078567053e-07
3877.3,-5.612506111909209e-07
3878.2,-5.548180835046328e-07
3879.1,-5.456709921406437e-07
3880.0,-5.347307213780676e-07
3880.9,-5.323207434007222e-07
3881.8,-5.336276220937783e-07
3882.7,-5.364959504640442e-07
3883.6,-5.386515721801854e-07
