wave,flux
3700.85,1.1105014993656669e-05
3701.75,1.0849722312475945e-05
3702.65,1.0323342643658883e-05
3703.55,9.545648224461138e-06
3704.45,8.703631096911319e-06
3705.35,7.884762225518542e-06
3706.25,7.256674711893403e-06
3707.15,6.861121779723984e-06
3708.05,6.79763471432842e-06
3708.96,7.0534260734594105e-06
3709.86,7.606068019471161e-06
3710.76,8.43605115458807e-06
3711.66,9.425823894980059e-06
3712.56,1.035801439528524e-05
3713.46,1.1094154383273563e-05
3714.36,1.1529610128238494e-05
3715.26,1.1431660625906958e-05
3716.16,1.0886419380064786e-05
3717.06,1.0091600606510261e-05
3717.96,8.954092998585134e-06
3718.86,7.850581078375988e-06
3719.76,6.779805000242483e-06
3720.66,6.009863941015035e-06
3721.56,5.594879565243316e-06
3722.46,5.699947876766612e-06
3723.36,6.191270946293752e-06
3724.26,6.824986825021426e-06
3725.16,7.547926540069147e-06
3726.06,8.043200507393214e-06
3726.96,8.265273730623249e-06
3727.86,8.344690753047204e-06
3728.76,8.286907369392065e-06
3729.66,8.095901759135799e-06
3730.56,7.8412373071984e-06
3731.46,7.433775228853644e-06
3732.36,6.7894314081791485e-06
3733.26,6.088860137780005e-06
3734.16,5.357031417616651e-06
3735.06,4.758821587837191e-06
3735.96,4.475788437749977e-06
3736.86,4.54489117482979e-06
3737.76,4.943861239524597e-06
3738.66,5.617725801755069e-06
3739.56,6.379472381701391e-06
3740.46,7.099733398254638e-06
3741.36,7.526227218446021e-06
3742.26,7.568365795190572e-06
3743.16,7.260841861569456e-06
3744.06,6.721650045895667e-06
3744.96,6.102233955511433e-06
3745.86,5.518183338360043e-06
3746.76,5.116108677921369e-06
3747.67,4.866050864280863e-06
3748.57,4.82421587153817e-06
3749.47,5.047373364334304e-06
3750.37,5.5199514698681085e-06
3751.27,6.2936390944840276e-06
3752.17,7.268985930911904e-06
3753.07,8.263985787047593e-06
3753.97,9.143353933520391e-06
3754.87,9.680740916518178e-06
3755.77,9.823885078173067e-06
3756.67,9.545881778756653e-06
3757.57,8.96869306545594e-06
3758.47,8.364197919187277e-06
3759.37,7.873774332691787e-06
3760.27,7.67705666609533e-06
3761.17,7.650729884360538e-06
3762.07,7.794978338270579e-06
3762.97,7.882059150013604e-06
3763.87,7.937883945223598e-06
3764.77,7.987603417383077e-06
3765.67,8.031174754630434e-06
3766.57,8.179216213119925e-06
3767.47,8.473796332443638e-06
3768.37,9.019024427532975e-06
3769.27,9.621805329764914e-06
3770.17,1.029776721007932e-05
3771.07,1.0959550178413402e-05
3771.97,1.1558763300844475e-05
3772.87,1.197566971636205e-05
3773.77,1.2260914455987099e-05
3774.67,1.233412506295594e-05
3775.57,1.2295063473082754e-05
3776.47,1.2295349325559178e-05
3777.37,1.231422438337053e-05
3778.27,1.2410236357908416e-05
3779.17,1.2569031486401964e-05
3780.07,1.282439277128895e-05
3780.97,1.3102158853828062e-05
