wave,flux
3700.85,-5.1179952981583816e-05
3701.75,-5.0404458797532166e-05
3702.65,-4.875857335725068e-05
3703.55,-4.6110101696151795e-05
3704.45,-4.260833846477319e-05
3705.35,-3.9554924071847735e-05
3706.25,-3.707371548350208e-05
3707.15,-3.5773135556373985e-05
3708.05,-3.560312319906043e-05
3708.96,-3.6794138578078754e-05
3709.86,-3.890400519884489e-05
3710.76,-4.229832572517178e-05
3711.66,-4.61500911187279e-05
3712.56,-4.984806706732266e-05
3713.46,-5.3349557717157085e-05
3714.36,-5.530465297427556e-05
3715.26,-5.579173156612696e-05
3716.16,-5.494361100580093e-05
3717.06,-5.234827017108904e-05
3717.96,-4.861994884938254e-05
3718.86,-4.412822055011102e-05
3719.76,-3.953231751429134e-05
3720.66,-3.5830088330540054e-05
3721.56,-3.3755718499241594e-05
3722.46,-3.4013834201118584e-05
3723.36,-3.618802898601331e-05
3724.26,-3.943475676462785e-05
3725.16,-4.292162521355599e-05
3726.06,-4.583183499529788e-05
3726.96,-4.706511497471079e-05
3727.86,-4.742043110265435e-05
3728.76,-4.757114903573944e-05
3729.66,-4.739721238152977e-05
3730.56,-4.6427646217598585e-05
3731.46,-4.445513413081304e-05
3732.36,-4.1574347434338845e-05
3733.26,-3.7857172551343805e-05
3734.16,-3.431707294323263e-05
3735.06,-3.1471170182331054e-05
3735.96,-3.0068320738644954e-05
3736.86,-3.0491010172385286e-05
3737.76,-3.257612516508712e-05
3738.66,-3.6292792948239944e-05
3739.56,-4.0620314128412586e-05
3740.46,-4.475115325252759e-05
3741.36,-4.752703552889283e-05
3742.26,-4.8031672417033676e-05
3743.16,-4.677636474990964e-05
3744.06,-4.4271418787978034e-05
3744.96,-4.130300373017325e-05
3745.86,-3.8226276031638766e-05
3746.76,-3.5783278053712744e-05
3747.67,-3.398287712161474e-05
3748.57,-3.3307878123691035e-05
3749.47,-3.392891031026094e-05
3750.37,-3.597078135838425e-05
3751.27,-4.013334149401713e-05
3752.17,-4.509991339758727e-05
3753.07,-5.027782711870541e-05
3753.97,-5.5441274218268074e-05
3754.87,-5.8849375442491175e-05
3755.77,-6.0122939574993225e-05
3756.67,-5.9364969034895325e-05
3757.57,-5.6633394908030726e-05
3758.47,-5.363838886559199e-05
3759.37,-5.118371685414066e-05
3760.27,-5.0353436387824765e-05
3761.17,-5.040537099144467e-05
3762.07,-5.124039265722451e-05
3762.97,-5.2705769115268405e-05
3763.87,-5.327679224336132e-05
3764.77,-5.389541622280251e-05
3765.67,-5.428211092046839e-05
3766.57,-5.4820758720014564e-05
3767.47,-5.556816018398803e-05
3768.37,-5.7060588705642685e-05
3769.27,-5.899728078072371e-05
3770.17,-6.173649944929992e-05
3771.07,-6.461239136062889e-05
3771.97,-6.74308770678604e-05
3772.87,-6.984514895928282e-05
3773.77,-7.220836055014255e-05
3774.67,-7.402523632381323e-05
3775.57,-7.486212961697228e-05
3776.47,-7.557720547069376e-05
3777.37,-7.625898366739012e-05
3778.27,-7.760427446236825e-05
3779.17,-7.90775353415739e-05
3780.07,-8.084200540962118e-05
3780.97,-8.337235016318618e-05
3781.87,-8.4956618153598e-05
3782.77,-8.600905167028286e-05
3783.67,-8.579226037245242e-05
3784.57,-8.446187777558463e-05
3785.47,-8.16366537254099e-05
3786.38,-7.786975453197374e-05
3787.28,-7.361448722607682e-05
3788.18,-7.019394828629573e-05
3789.08,-6.740132520776117e-05
3789.98,-6.583032308138457e-05
3790.88,-6.624842646796067e-05
3791.78,-6.657287056680509e-05
3792.68,-6.68690850524411e-05
3793.58,-6.615049004903219e-05
3794.48,-6.55354007650926e-05
3795.38,-6.410677366222211e-05
3796.28,-6.216284773595938e-05
3797.18,-6.119694790024637e-05
3798.08,-6.0560788460150755e-05
3798.98,-6.0892109887002796e-05
3799.88,-6.297991206075942e-05
3800.78,-6.665286387231723e-05
3801.68,-7.17704990007472e-05
3802.58,-7.70153683131816e-05
3803.48,-8.165899540783974e-05
3804.38,-8.494374417343222e-05
3805.28,-8.666342168126046e-05
3806.18,-8.660971010524274e-05
3807.08,-8.64592420157572e-05
3807.98,-8.653765072579528e-05
3808.88,-8.71220598896618e-05
3809.78,-8.846331840526394e-05
3810.68,-8.925335228400287e-05
3811.58,-8.866369395222221e-05
3812.48,-8.650498347973797e-05
3813.38,-8.28692274267078e-05
3814.28,-7.811539251390676e-05
3815.18,-7.414755474156646e-05
3816.08,-7.066552745962394e-05
3816.98,-6.863043868832534e-05
3817.88,-6.747434754208971e-05
3818.78,-6.6496629850255e-05
3819.68,-6.521260604341353e-05
3820.58,-6.373077807464177e-05
3821.48,-6.271610769093329e-05
3822.38,-6.18972336716894e-05
3823.28,-6.131819760545058e-05
3824.18,-6.008380850932909e-05
3825.09,-5.801384485086833e-05
3825.99,-5.5920788675768885e-05
3826.89,-5.431632700082352e-05
3827.79,-5.3609540632256866e-05
3828.69,-5.3601129288752864e-05
3829.59,-5.453250670873814e-05
3830.49,-5.512724199781745e-05
3831.39,-5.519625056115186e-05
3832.29,-5.474927493042149e-05
3833.19,-5.3766674319798946e-05
3834.09,-5.3521639507474406e-05
3834.99,-5.416897156544793e-05
3835.89,-5.4927651992752706e-05
3836.79,-5.549861793757752e-05
3837.69,-5.61824991813465e-05
3838.59,-5.6374021278423663e-05
3839.49,-5.724348538853229e-05
3840.39,-5.942760844100797e-05
3841.29,-6.333280745281367e-05
3842.19,-6.858638866875092e-05
3843.09,-7.536158607542055e-05
3843.99,-8.157337841931108e-05
3844.89,-8.686111228900093e-05
3845.79,-9.054226334030196e-05
3846.69,-9.344128962543369e-05
3847.59,-9.463842760363005e-05
3848.49,-9.493496255380136e-05
3849.39,-9.450697065833174e-05
3850.29,-9.36884441019422e-05
3851.19,-9.351019564211136e-05
3852.09,-9.383025472166965e-05
3852.99,-9.383153820251769e-05
3853.89,-9.344406471119901e-05
3854.79,-9.201441270233802e-05
3855.69,-8.98702321666535e-05
3856.59,-8.744525391168543e-05
3857.49,-8.392195125411152e-05
3858.39,-8.110343202974687e-05
3859.29,-7.940860785194141e-05
3860.19,-7.851050790874727e-05
3861.09,-8.114329554171274e-05
3861.99,-8.579795625715783e-05
3862.9,-9.17239283755869e-05
3863.8,-9.759256288622919e-05
3864.7,-0.00010213671734126314
3865.6,-0.00010440867121703219
3866.5,-0.00010479189915014524
3867.4,-0.0001038684473094173
3868.3,-0.00010218624060324359
3869.2,-0.00010012657390503668
3870.1,-9.665104128344577e-05
3871.0,-9.400236566644874e-05
3871.9,-9.289299721627846e-05
3872.8,-9.374949274123314e-05
3873.7,-9.678526388350268e-05
3874.6,-0.00010081418067008528
3875.5,-0.00010549275231060449
3876.4,-0.00010779572548328946
3877.3,-0.00010836681757323676
3878.2,-0.0001073102592364449
3879.1,-0.00010533355246087454
3880.0,-0.00010394511972300203
3880.9,-0.00010395916750224246
3881.8,-0.00010427008028560054
3882.7,-0.00010569110202781607
3883.6,-0.00010766228654265037
3884.5,-0.00010804894427633148
3885.4,-0.00010788718552044594
3886.3,-0.00010730187063110987
3887.2,-0.00010644682676792446
3888.1,-0.00010704441402206231
3889.0,-0.0001092724055903651
3889.9,-0.00011479149368245946
3890.8,-0.00012245121399420418
3891.7,-0.00013188707398378117
3892.6,-0.00013956343886515853
3893.5,-0.0001447416380987546
3894.4,-0.00014842631422519025
3895.3,-0.000151165901575075
3896.2,-0.0001516034632676916
3897.1,-0.0001521894556406947
3898.0,-0.00015420239017484812
3898.9,-0.00015520880411048257
