wave,flux
3700.85,0.3455
3701.75,0.34068
3702.65,0.32899
3703.55,0.31349
3704.45,0.29581
3705.35,0.27935
3706.25,0.26769
3707.15,0.26256
3708.05,0.26292
3708.96,0.26813
3709.86,0.27572
3710.76,0.28653
3711.66,0.29905
3712.56,0.31481
3713.46,0.32971
3714.36,0.34157
3715.26,0.34839
3716.16,0.34835
3717.06,0.34208
3717.96,0.32958
3718.86,0.30825
3719.76,0.28572
3720.66,0.2645
3721.56,0.25116
3722.46,0.24738
3723.36,0.25411
3724.26,0.26918
3725.16,0.28686
3726.06,0.30066
3726.96,0.30976
3727.86,0.31173
3728.76,0.31368
3729.66,0.30925
3730.56,0.30235
3731.46,0.29131
3732.36,0.27111
3733.26,0.25251
3734.16,0.23343
3735.06,0.2189
3735.96,0.21385
3736.86,0.21915
3737.76,0.2335
3738.66,0.2544
3739.56,0.27697
3740.46,0.29528
3741.36,0.30685
3742.26,0.31186
3743.16,0.30449
3744.06,0.29417
3744.96,0.27938
3745.86,0.26397
3746.76,0.2485
3747.67,0.23535
3748.57,0.22452
3749.47,0.21935
3750.37,0.22325
3751.27,0.23746
3752.17,0.2585
3753.07,0.28319
3753.97,0.30856
3754.87,0.32741
3755.77,0.33817
3756.67,0.3367
3757.57,0.32878
3758.47,0.3156
3759.37,0.30698
3760.27,0.30187
3761.17,0.302
3762.07,0.30548
3762.97,0.30911
3763.87,0.31342
3764.77,0.31226
3765.67,0.3111
3766.57,0.30723
3767.47,0.30058
3768.37,0.29492
3769.27,0.29173
3770.17,0.29044
3771.07,0.29313
3771.97,0.30036
3772.87,0.31255
3773.77,0.32484
3774.67,0.33706
3775.57,0.34823
3776.47,0.35663
3777.37,0.36476
3778.27,0.37404
3779.17,0.38368
3780.07,0.39096
3780.97,0.40042
3781.87,0.40738
3782.77,0.41131
3783.67,0.41098
3784.57,0.40685
3785.47,0.39508
3786.38,0.3805
3787.28,0.36434
3788.18,0.34901
3789.08,0.33803
3789.98,0.32966
3790.88,0.32752
3791.78,0.32321
3792.68,0.31811
3793.58,0.30938
3794.48,0.29928
3795.38,0.28572
3796.28,0.27285
3797.18,0.26178
3798.08,0.25439
3798.98,0.25548
3799.88,0.26444
3800.78,0.27995
3801.68,0.29962
3802.58,0.32371
3803.48,0.34199
3804.38,0.35773
3805.28,0.36606
3806.18,0.36984
3807.08,0.37092
3807.98,0.37671
3808.88,0.37928
3809.78,0.38526
3810.68,0.38919
3811.58,0.38845
3812.48,0.37839
3813.38,0.36759
3814.28,0.35324
3815.18,0.33934
3816.08,0.33263
3816.98,0.329
3817.88,0.32716
3818.78,0.32609
3819.68,0.32403
3820.58,0.31975
3821.48,0.31455
3822.38,0.30977
3823.28,0.30543
3824.18,0.29944
3825.09,0.28934
3825.99,0.27965
3826.89,0.27147
3827.79,0.26618
3828.69,0.26141
3829.59,0.25856
3830.49,0.25391
3831.39,0.24755
3832.29,0.23901
3833.19,0.22783
3834.09,0.21939
3834.99,0.21135
3835.89,0.20998
3836.79,0.21072
3837.69,0.21573
3838.59,0.22207
3839.49,0.23131
3840.39,0.2443
3841.29,0.25998
3842.19,0.27913
3843.09,0.29882
3843.99,0.31627
3844.89,0.32983
3845.79,0.3414
3846.69,0.34999
3847.59,0.35463
3848.49,0.35933
3849.39,0.36063
3850.29,0.36348
3851.19,0.3641
3852.09,0.36577
3852.99,0.36735
3853.89,0.3647
3854.79,0.36255
3855.69,0.35615
3856.59,0.35089
3857.49,0.34293
3858.39,0.33612
