wave,flux
3700.85,-1.3376708767628094e-06
3701.75,-1.325273547363386e-06
3702.65,-1.2885769924497146e-06
3703.55,-1.2433452556900165e-06
3704.45,-1.1824375915231974e-06
3705.35,-1.1347769020623592e-06
3706.25,-1.1006712634581342e-06
3707.15,-1.0921162515345414e-06
3708.05,-1.1022737368310116e-06
3708.96,-1.1218738835320163e-06
3709.86,-1.1521247556107307e-06
3710.76,-1.18483799535758e-06
3711.66,-1.2324827286243555e-06
3712.56,-1.278671292574866e-06
3713.46,-1.329044068554564e-06
3714.36,-1.387076721771368e-06
3715.26,-1.4185209179377938e-06
3716.16,-1.4344539440480113e-06
3717.06,-1.4184147302131602e-06
3717.96,-1.3801684912597785e-06
3718.86,-1.312141128424547e-06
3719.76,-1.2270543827477005e-06
3720.66,-1.1575881878270971e-06
3721.56,-1.0969399569313965e-06
3722.46,-1.0889802450923826e-06
3723.36,-1.1221806729382828e-06
3724.26,-1.1834218180585362e-06
3725.16,-1.2491814781788245e-06
3726.06,-1.3194961006033054e-06
3726.96,-1.354520202699984e-06
3727.86,-1.379072514565093e-06
3728.76,-1.387139332085051e-06
3729.66,-1.3835698038981573e-06
3730.56,-1.3681602473337079e-06
3731.46,-1.3236329234690246e-06
3732.36,-1.26536670720371e-06
3733.26,-1.1843420409013463e-06
3734.16,-1.112971352889482e-06
3735.06,-1.0506572803052853e-06
3735.96,-1.0212803404189225e-06
3736.86,-1.0361626883330105e-06
3737.76,-1.0896479778750454e-06
3738.66,-1.1775751144258675e-06
3739.56,-1.2690497920851027e-06
3740.46,-1.3504952183910269e-06
3741.36,-1.405211994971419e-06
3742.26,-1.4344085007558461e-06
3743.16,-1.4181755955172255e-06
3744.06,-1.390747289071783e-06
3744.96,-1.3355634010113173e-06
3745.86,-1.2710236561196517e-06
3746.76,-1.2179728803083167e-06
3747.67,-1.1618472500662426e-06
3748.57,-1.1157119362615973e-06
3749.47,-1.08818666580381e-06
3750.37,-1.1026925480600514e-06
3751.27,-1.1590623747669211e-06
3752.17,-1.2555096021148655e-06
3753.07,-1.3615055759298135e-06
3753.97,-1.467173830793478e-06
3754.87,-1.5489860854980348e-06
3755.77,-1.6014455096548666e-06
3756.67,-1.5970692542991796e-06
3757.57,-1.5728693357700193e-06
3758.47,-1.526473394985783e-06
3759.37,-1.4928390149297419e-06
3760.27,-1.4756928896856567e-06
3761.17,-1.4898041600211097e-06
3762.07,-1.5125524279154675e-06
3762.97,-1.5517783111635103e-06
3763.87,-1.5829537478623557e-06
3764.77,-1.5944105449537774e-06
3765.67,-1.5969006242044423e-06
3766.57,-1.593680500943497e-06
3767.47,-1.574794303036359e-06
3768.37,-1.5562690890337234e-06
3769.27,-1.5313859390979678e-06
3770.17,-1.5286219625649558e-06
3771.07,-1.5394736352116024e-06
3771.97,-1.5653885856932692e-06
3772.87,-1.6209425677824138e-06
3773.77,-1.6759488073838497e-06
3774.67,-1.7295468136598274e-06
3775.57,-1.7802541116797367e-06
3776.47,-1.822642007937432e-06
3777.37,-1.8555302387467856e-06
3778.27,-1.9031652157712175e-06
3779.17,-1.9453615155383723e-06
3780.07,-1.987660637349599e-06
3780.97,-2.0276961336629307e-06
3781.87,-2.0557051307085624e-06
3782.77,-2.0775965905368833e-06
3783.67,-2.0856548704993126e-06
3784.57,-2.062754236861797e-06
3785.47,-2.024674340071889e-06
3786.38,-1.9765429117628353e-06
3787.28,-1.929074533131402e-06
3788.18,-1.8845068269077827e-06
3789.08,-1.8550057739479812e-06
3789.98,-1.8309617258385102e-06
3790.88,-1.8343994747872317e-06
3791.78,-1.8217328287371342e-06
3792.68,-1.8049737905577808e-06
3793.58,-1.7755319612669426e-06
3794.48,-1.7334287094038129e-06
3795.38,-1.6742534904316932e-06
3796.28,-1.6068819083855195e-06
3797.18,-1.5614027976884458e-06
3798.08,-1.531036668434953e-06
3798.98,-1.5380698424997279e-06
3799.88,-1.581899458919292e-06
3800.78,-1.6735860062981975e-06
3801.68,-1.7785580615531496e-06
3802.58,-1.9015972764405423e-06
3803.48,-2.0071374847043797e-06
3804.38,-2.0873774550293312e-06
3805.28,-2.1400781132735452e-06
3806.18,-2.155149066364899e-06
3807.08,-2.1665024530424777e-06
3807.98,-2.177770281245985e-06
3808.88,-2.1897682711760744e-06
3809.78,-2.2087817483046945e-06
3810.68,-2.217348209392594e-06
3811.58,-2.2149648876240902e-06
3812.48,-2.1801946664262793e-06
3813.38,-2.1268418475827824e-06
3814.28,-2.063332265162628e-06
3815.18,-2.0163844484231656e-06
3816.08,-1.9822434453226944e-06
3816.98,-1.973174889829743e-06
3817.88,-1.9826726826982794e-06
3818.78,-1.9753508398564293e-06
3819.68,-1.9605039941717495e-06
3820.58,-1.9438609964863313e-06
3821.48,-1.9252648323595417e-06
3822.38,-1.9110952596078623e-06
3823.28,-1.8955465374366796e-06
3824.18,-1.8706007418394278e-06
3825.09,-1.8372392489784612e-06
3825.99,-1.7893728444842012e-06
3826.89,-1.7557813145089105e-06
3827.79,-1.7255974314378747e-06
3828.69,-1.713213108817137e-06
3829.59,-1.7001621968634911e-06
3830.49,-1.6760794843771912e-06
3831.39,-1.6325276454920438e-06
3832.29,-1.5838664498313012e-06
3833.19,-1.5193072011824619e-06
3834.09,-1.4637777925354474e-06
3834.99,-1.4323712023438869e-06
3835.89,-1.4131095016574612e-06
3836.79,-1.423761561051223e-06
3837.69,-1.4520743586285382e-06
3838.59,-1.4917316991094806e-06
3839.49,-1.553513816276737e-06
3840.39,-1.6379154889688332e-06
3841.29,-1.7462220910219232e-06
3842.19,-1.8668208144806338e-06
3843.09,-1.9964734593820697e-06
3843.99,-2.113457811612524e-06
3844.89,-2.2083333061801546e-06
3845.79,-2.2848895310665414e-06
3846.69,-2.3481918679250558e-06
3847.59,-2.3749858858843156e-06
3848.49,-2.401301269288872e-06
3849.39,-2.397034553098512e-06
3850.29,-2.415131988435694e-06
3851.19,-2.4131861892873214e-06
3852.09,-2.4456457449511416e-06
3852.99,-2.4487659243633337e-06
3853.89,-2.44747789628513e-06
3854.79,-2.452954172717711e-06
3855.69,-2.424869202250652e-06
3856.59,-2.378810057379266e-06
3857.49,-2.324017580734675e-06
3858.39,-2.2664871508214568e-06
3859.29,-2.2332784378895225e-06
3860.19,-2.2355377305877213e-06
3861.09,-2.2602006543055553e-06
3861.99,-2.3231487076539035e-06
3862.9,-2.4243143086091874e-06
3863.8,-2.5009379102649427e-06
3864.7,-2.5590748544869633e-06
3865.6,-2.5954506389007385e-06
3866.5,-2.618567346367965e-06
3867.4,-2.626166748385673e-06
3868.3,-2.614148698201734e-06
3869.2,-2.602867331558278e-06
3870.1,-2.5544707518953106e-06
3871.0,-2.514760245399932e-06
3871.9,-2.4550843118107325e-06
3872.8,-2.413630623731906e-06
3873.7,-2.3977884397437947e-06
3874.6,-2.4062705680588384e-06
3875.5,-2.4376042936651254e-06
3876.4,-2.447575456058548e-06
3877.3,-2.4584377350560446e-06
3878.2,-2.4461518203571613e-06
3879.1,-2.436510842813558e-06
3880.0,-2.4422346366757167e-06
3880.9,-2.459159079168189e-06
3881.8,-2.4611505341091162e-06
3882.7,-2.444785822012882e-06
3883.6,-2.4394164595655584e-06
3884.5,-2.38871914585976e-06
3885.4,-2.325997471086685e-06
3886.3,-2.25044396436975e-06
3887.2,-2.161593457700297e-06
3888.1,-2.0885835978639193e-06
3889.0,-2.0591341570844852e-06
3889.9,-2.0725747547382133e-06
3890.8,-2.1333819182978266e-06
3891.7,-2.224859101015945e-06
3892.6,-2.3243825008746824e-06
3893.5,-2.419821128613173e-06
3894.4,-2.504476981551767e-06
3895.3,-2.5665174121109795e-06
