wave,flux
3700.85,0.012357330727647628
3701.75,0.012273343021502476
3702.65,0.01189911958453772
3703.55,0.011320174584083863
3704.45,0.010663811430843152
3705.35,0.010018497854808827
3706.25,0.009515189077178503
3707.15,0.009296715530893037
3708.05,0.009373431335001488
3708.96,0.009695440061695624
3709.86,0.010315438864038096
3710.76,0.011085541097196836
3711.66,0.012033425419214816
3712.56,0.013092652816077478
3713.46,0.01399035475141784
3714.36,0.014644633920477256
3715.26,0.015019808307750317
3716.16,0.014870844373413999
3717.06,0.014346293139157654
3717.96,0.013530367668043082
3718.86,0.012353224738423771
3719.76,0.011230695023342343
3720.66,0.01031282196977154
3721.56,0.009845031174523516
3722.46,0.009969514247022339
3723.36,0.010596557480420262
3724.26,0.011676567918361434
3725.16,0.012723844869965065
3726.06,0.013597566296846006
3726.96,0.014124623173950121
3727.86,0.014451948502663507
3728.76,0.014593868977374547
3729.66,0.014618518135062299
3730.56,0.01439973265896461
3731.46,0.013899970684236887
3732.36,0.01315924128889637
3733.26,0.012201303572608603
3734.16,0.011100200101571138
3735.06,0.010276465088742399
3735.96,0.009850686323662821
3736.86,0.010016555219212428
3737.76,0.010817620878845679
3738.66,0.012058351433730673
3739.56,0.013590841094438071
3740.46,0.014926518031544888
3741.36,0.015926226094510026
3742.26,0.01626009709130009
3743.16,0.016060407987472228
3744.06,0.015299533325242635
3744.96,0.014482362470953587
3745.86,0.013495689550046193
3746.76,0.012791975963026486
3747.67,0.012262583295948455
3748.57,0.012041052750477007
3749.47,0.012322447073087557
3750.37,0.013179223602727082
3751.27,0.01464604073167966
3752.17,0.01643721430268613
3753.07,0.018468722611370284
3753.97,0.020399017358114363
3754.87,0.021867390537611286
3755.77,0.022507122506688182
3756.67,0.022306112017159607
3757.57,0.021500439215473552
3758.47,0.02064265608911867
3759.37,0.01997162723034809
3760.27,0.019755183728726016
3761.17,0.020069057895921394
3762.07,0.02061925535232115
3762.97,0.021320375996424917
3763.87,0.021745305917636803
3764.77,0.02232543567826649
3765.67,0.02268028169270055
3766.57,0.02295919235378577
3767.47,0.023593443281352402
3768.37,0.024264700452372397
3769.27,0.02521900707319442
3770.17,0.026308849250600397
3771.07,0.02747860955376473
3771.97,0.02876627193722344
3772.87,0.030176372413783334
3773.77,0.031235040887147573
3774.67,0.03214313556138633
3775.57,0.0330700078136473
3776.47,0.033727642209614876
3777.37,0.03423318221713837
3778.27,0.03514442003670029
3779.17,0.0360336317089435
3780.07,0.037267335807307664
3780.97,0.038419661117288194
3781.87,0.03949014810292202
3782.77,0.040233954709137376
3783.67,0.04071408855920727
3784.57,0.040373890503895456
3785.47,0.03942925156152244
3786.38,0.03835025128196046
3787.28,0.03671242082904168
3788.18,0.03539328578445751
3789.08,0.03467638397008974
3789.98,0.03441038283998828
3790.88,0.034707581913992945
3791.78,0.03519509086227465
3792.68,0.03564637886095111
3793.58,0.035692605180900575
3794.48,0.035358861137740075
3795.38,0.0348643455260127
3796.28,0.034219510382057346
3797.18,0.03386317565888951
3798.08,0.033681756173384765
3798.98,0.03430591369510686
3799.88,0.035867104155201
3800.78,0.03825101061367193
3801.68,0.04126364416298705
3802.58,0.044677756513445875
3803.48,0.04790780522620639
3804.38,0.05005437312941581
3805.28,0.051564498879564206
3806.18,0.05219324720469146
3807.08,0.0525701458295321
3807.98,0.05285159693766543
3808.88,0.05365262359145239
3809.78,0.054852374503140636
3810.68,0.05556659695753455
3811.58,0.05578595629056743
3812.48,0.05479944337261886
3813.38,0.05293766582965391
3814.28,0.050841300090423314
3815.18,0.048652003114708235
3816.08,0.0472486923611662
3816.98,0.04662151958426827
3817.88,0.046221484191650425
3818.78,0.046165537931841166
3819.68,0.04581971367603865
3820.58,0.04528827152410233
3821.48,0.04479751934928286
3822.38,0.044687012754736126
3823.28,0.04457127961172067
3824.18,0.043938325649224355
3825.09,0.04305053323118759
3825.99,0.042062653980966126
3826.89,0.04122682852529592
3827.79,0.041054767023718054
