wave,flux
3700.85,0.18841
3701.75,0.18621
3702.65,0.17934
3703.55,0.16928
3704.45,0.15796
3705.35,0.14746
3706.25,0.13985
3707.15,0.13493
3708.05,0.13401
3708.96,0.13725
3709.86,0.14363
3710.76,0.15169
3711.66,0.16249
3712.56,0.17285
3713.46,0.18233
3714.36,0.18969
3715.26,0.19212
3716.16,0.1896
3717.06,0.18259
3717.96,0.17139
3718.86,0.15861
3719.76,0.14351
3720.66,0.13175
3721.56,0.12456
3722.46,0.12379
3723.36,0.12919
3724.26,0.13813
3725.16,0.14675
3726.06,0.15517
3726.96,0.15863
3727.86,0.16016
3728.76,0.15919
3729.66,0.15642
3730.56,0.15305
3731.46,0.14678
3732.36,0.13731
3733.26,0.12654
3734.16,0.1153
3735.06,0.10698
3735.96,0.10368
3736.86,0.10566
3737.76,0.1127
3738.66,0.12384
3739.56,0.13615
3740.46,0.14585
3741.36,0.15241
3742.26,0.15381
3743.16,0.14986
3744.06,0.14209
3744.96,0.1339
3745.86,0.125
3746.76,0.11764
3747.67,0.11157
3748.57,0.10802
3749.47,0.10702
3750.37,0.11087
3751.27,0.12077
3752.17,0.13326
3753.07,0.14709
3753.97,0.16077
3754.87,0.1699
3755.77,0.17275
3756.67,0.1709
3757.57,0.1632
3758.47,0.15472
3759.37,0.14856
3760.27,0.14453
3761.17,0.1449
3762.07,0.14675
3762.97,0.14957
3763.87,0.15086
3764.77,0.15173
3765.67,0.15146
3766.57,0.15069
3767.47,0.15074
3768.37,0.15162
3769.27,0.15278
3770.17,0.15568
3771.07,0.15954
3771.97,0.1647
3772.87,0.17188
3773.77,0.17757
3774.67,0.18173
3775.57,0.18425
3776.47,0.18665
3777.37,0.18932
3778.27,0.19083
3779.17,0.19506
3780.07,0.19941
3780.97,0.20232
3781.87,0.20574
3782.77,0.20809
3783.67,0.20699
3784.57,0.2036
3785.47,0.19634
3786.38,0.1871
3787.28,0.17718
3788.18,0.16801
3789.08,0.16206
3789.98,0.15869
3790.88,0.15666
3791.78,0.15689
3792.68,0.15594
3793.58,0.15269
3794.48,0.14955
3795.38,0.14423
3796.28,0.13921
3797.18,0.13434
3798.08,0.13249
3798.98,0.13301
3799.88,0.13717
3800.78,0.1445
3801.68,0.15487
3802.58,0.16506
3803.48,0.17364
3804.38,0.17977
3805.28,0.1835
3806.18,0.18309
3807.08,0.18301
3807.98,0.18323
3808.88,0.18402
3809.78,0.18631
3810.68,0.18715
3811.58,0.18525
3812.48,0.18085
3813.38,0.17305
3814.28,0.16421
3815.18,0.15587
3816.08,0.15008
3816.98,0.14552
3817.88,0.14425
3818.78,0.14248
3819.68,0.14
3820.58,0.13771
3821.48,0.13531
3822.38,0.1332
3823.28,0.13167
3824.18,0.12903
3825.09,0.12448
3825.99,0.12013
3826.89,0.11612
3827.79,0.114
3828.69,0.1135
3829.59,0.11342
3830.49,0.11326
3831.39,0.1121
3832.29,0.10942
3833.19,0.10688
3834.09,0.10383
3834.99,0.10275
3835.89,0.10264
3836.79,0.10322
3837.69,0.10522
3838.59,0.10626
3839.49,0.10879
3840.39,0.11283
3841.29,0.11911
3842.19,0.12761
3843.09,0.13561
3843.99,0.14529
3844.89,0.15182
3845.79,0.15774
3846.69,0.16076
3847.59,0.16186
3848.49,0.16283
3849.39,0.16224
3850.29,0.16154
3851.19,0.16098
3852.09,0.16053
3852.99,0.15996
3853.89,0.15934
3854.79,0.15638
3855.69,0.15406
3856.59,0.14915
3857.49,0.14442
3858.39,0.14014
3859.29,0.13748
3860.19,0.13668
3861.09,0.13853
3861.99,0.14479
3862.9,0.1527
3863.8,0.1591
3864.7,0.1636
3865.6,0.1659
3866.5,0.16517
3867.4,0.1632
3868.3,0.15997
3869.2,0.15596
3870.1,0.15124
3871.0,0.14695
3871.9,0.14418
3872.8,0.14525
3873.7,0.1475
3874.6,0.15254
3875.5,0.1575
3876.4,0.16003
3877.3,0.1608
3878.2,0.15786
3879.1,0.15491
3880.0,0.15239
3880.9,0.15138
3881.8,0.15074
3882.7,0.15018
3883.6,0.14953
3884.5,0.14895
3885.4,0.14686
3886.3,0.143
3887.2,0.13983
3888.1,0.13823
3889.0,0.13905
3889.9,0.1427
3890.8,0.14993
3891.7,0.15933
3892.6,0.16897
3893.5,0.17568
3894.4,0.18075
3895.3,0.18359
3896.2,0.1852
3897.1,0.1863
3898.0,0.18849
3898.9,0.1894
3899.8,0.18906
3900.7,0.1903
3901.6,0.18932
3902.51,0.18827
3903.41,0.18583
3904.31,0.18314
3905.21,0.18095
3906.11,0.17953
3907.01,0.18265
3907.91,0.18795
3908.81,0.19543
