wave,flux
3700.85,-1.1612478908795415e-06
3701.75,-1.1497446995179586e-06
3702.65,-1.114383841206471e-06
3703.55,-1.0664152530740214e-06
3704.45,-1.0152140500346237e-06
3705.35,-9.699618523746814e-07
3706.25,-9.428451586446855e-07
3707.15,-9.289374793240154e-07
3708.05,-9.338136328635332e-07
3708.96,-9.484239797115144e-07
3709.86,-9.802443161316613e-07
3710.76,-1.0132151445416445e-06
3711.66,-1.0634688547462235e-06
3712.56,-1.1072374126032873e-06
3713.46,-1.1542089346637857e-06
3714.36,-1.2024246371432757e-06
3715.26,-1.2336018940432675e-06
3716.16,-1.2387727605889439e-06
3717.06,-1.2218769456966287e-06
3717.96,-1.1815738799044307e-06
3718.86,-1.118521042254552e-06
3719.76,-1.0429287603119276e-06
3720.66,-9.698678578231381e-07
3721.56,-9.225354247222106e-07
3722.46,-9.159348903319799e-07
3723.36,-9.464041003579255e-07
3724.26,-1.0002464713438277e-06
3725.16,-1.065426729521573e-06
3726.06,-1.1194901151282517e-06
3726.96,-1.1578207178615285e-06
3727.86,-1.1752744932370086e-06
3728.76,-1.179973560061353e-06
3729.66,-1.176371195243582e-06
3730.56,-1.1587024757919104e-06
3731.46,-1.124999985287123e-06
3732.36,-1.0672249509457091e-06
3733.26,-9.980388824795545e-07
3734.16,-9.265949549337321e-07
3735.06,-8.689001603456302e-07
3735.96,-8.443211184206321e-07
3736.86,-8.598431315147759e-07
3737.76,-9.080917851613612e-07
3738.66,-9.828425972463784e-07
3739.56,-1.0602315190150572e-06
3740.46,-1.1403618739656076e-06
3741.36,-1.1919023397231875e-06
3742.26,-1.210037084316214e-06
3743.16,-1.2001567666307251e-06
3744.06,-1.1628624837756675e-06
3744.96,-1.1171318174138323e-06
3745.86,-1.0644928010083072e-06
3746.76,-1.006659603709249e-06
3747.67,-9.594361924787497e-07
3748.57,-9.22767082597624e-07
3749.47,-9.037483216742539e-07
3750.37,-9.224033570805412e-07
3751.27,-9.74516167431915e-07
3752.17,-1.051361516001993e-06
3753.07,-1.1551250452924647e-06
3753.97,-1.2417812526923178e-06
3754.87,-1.3186229618253999e-06
3755.77,-1.3532968240081825e-06
3756.67,-1.3588417723737515e-06
3757.57,-1.3282943796108572e-06
3758.47,-1.2898677805671169e-06
3759.37,-1.2533212218761153e-06
3760.27,-1.2425117065181907e-06
3761.17,-1.2507764195546474e-06
3762.07,-1.2731457377377137e-06
3762.97,-1.303794746203515e-06
3763.87,-1.3206400615181282e-06
3764.77,-1.3341812688225932e-06
3765.67,-1.3403638642527994e-06
3766.57,-1.334997948020358e-06
3767.47,-1.3265333448982386e-06
3768.37,-1.3060109841022283e-06
3769.27,-1.2977601658686686e-06
3770.17,-1.2916315596743188e-06
3771.07,-1.305752279283617e-06
3771.97,-1.3379217903123555e-06
3772.87,-1.3796907240504083e-06
3773.77,-1.4213201170132983e-06
3774.67,-1.472471639817102e-06
3775.57,-1.5198425158351059e-06
3776.47,-1.5506265050861485e-06
3777.37,-1.5914138125228673e-06
3778.27,-1.6203211115979074e-06
3779.17,-1.6544225280688405e-06
3780.07,-1.6959148985588503e-06
3780.97,-1.7273049527363553e-06
3781.87,-1.7504827430799614e-06
3782.77,-1.7704759622348588e-06
3783.67,-1.7745692869928542e-06
3784.57,-1.7534159652885522e-06
3785.47,-1.7230834956491447e-06
3786.38,-1.685266082441605e-06
3787.28,-1.6216911363373723e-06
3788.18,-1.579543800881753e-06
3789.08,-1.5482212272213349e-06
3789.98,-1.5335160428536887e-06
3790.88,-1.5228814444588599e-06
3791.78,-1.5141182969282284e-06
3792.68,-1.5079248602362584e-06
3793.58,-1.4801909010209297e-06
3794.48,-1.4464087903067887e-06
3795.38,-1.389822599623583e-06
3796.28,-1.3495561075270037e-06
3797.18,-1.3018348811074573e-06
3798.08,-1.2754364774789008e-06
3798.98,-1.2788943604106242e-06
3799.88,-1.317748962761289e-06
3800.78,-1.3935045039971983e-06
3801.68,-1.4917410064045255e-06
3802.58,-1.591235695794093e-06
3803.48,-1.6875609194421067e-06
3804.38,-1.752171999016205e-06
3805.28,-1.7903708241541959e-06
3806.18,-1.814742370597539e-06
3807.08,-1.8195568562116232e-06
3807.98,-1.8251022218002024e-06
3808.88,-1.834051821301582e-06
3809.78,-1.856928435984528e-06
3810.68,-1.8780667985783872e-06
